route18,440400,0,0,4,0814,325362020096117;691|325362020096114;657|,15330596,15330595,0,0
route19,440400,0,0,4,0814,325362120096114;657|325362020096116;824|,15330595,15330599,0,0
route20,440400,0,0,4,0801,325362123392725;173|325362023392726;118|325362123391715;2293|325362023392724;213|325362023392723;167|,48618817,48618814,0,0
route21,440400,0,0,4,0801,325362023394203;530|325362123391713;2521|325362123392726;118|325362023392725;173|,48624425,48618817,0,0
route22,440400,0,0,4,0801,325362023392727;937|,48618816,48618819,0,0
route23,440400,0,0,4,0801,325362123392723;167|325362023394204;40|,48618814,48624426,0,0
route24,440400,0,0,4,0801,325362023394207;93|325362123394205;273|,48624429,48624427,0,0
route25,440400,0,0,4,0801,325362123394204;40|325362123392724;213|325362123394209;133|325362023394211;209|,48624426,48624431,0,0
route26,440400,0,0,4,0801,325362116758996;17|325372116758995;79|325372116758992;456|,13418203,73611463,0,0
route27,440400,0,0,4,0814,325362116759003;30|325372116759002;41|325372020096130;375|325372120096131;147|325362116758999;448|,13418207,13418207,0,0
route28,440400,0,0,4,0814,325362120096116;824|325362120096117;691|,15330599,15330596,0,0
route29,440400,0,0,4,0801,325362123392727;937|,48618819,48618816,0,0
route30,440400,0,0,4,0801,325362123394202;470|325362123394203;530|,48624424,48624425,0,0
route31,440400,0,0,4,0801,325362123394211;209|325362123394210;342|325362123394208;209|325362123394206;385|325362123394207;93|,48624431,48624429,0,0
route32,440400,0,0,4,0402|0404,32537102131054;18|325371086561395;75|325371016758888;210|325371020096539;101|325371020096540;83|325371020096537;59|325371020096538;62|325371020096533;57|325371020096534;125|325371086753148;21|32537102134194;29|32537112132678;18|325371186753146;12|325371186753145;15|325371120096518;146|325371120096536;55|325371120096535;62|325371120096521;58|325371120096524;87|325371120096523;100|325371116758898;214|325371186561392;71|,1420786,1420784,1,1
route33,440400,0,0,4,0601,32537102131059;40|325371187532910;59|325371187532909;10|32537102132596;36|32537112131056;12|32537102132591;69|325371087532909;10|325371087532910;59|32537112131059;40|32537112132596;36|32537112132591;69|32537102131056;12|,1420788,1420788,0,0
route34,440400,0,0,4,0601,325371086561413;75|325371086561414;20|32537102131063;31|325371016758927;12|325371016758928;23|325371086561421;110|325371016758945;8|325371016758946;8|325371016758949;66|325371016758950;177|325371016758936;76|325371116758946;8|325371116758945;8|325371116758940;75|325371016758944;12|325371016758943;77|325371186561421;110|325371116758928;23|325371116758927;12|32537112131063;31|325371186561414;20|325371186561413;75|,1420787,1420787,0,0
route35,440400,0,0,4,0401,32537102131084;76|32537201596030;5|32537211596031;8|32537112131085;47|,1420803,1420804,1,1
route36,440400,0,0,4,0401,32537102131085;47|32537201596031;8|32537211596030;5|32537112131084;76|,1420804,1420803,1,1
route37,440400,0,0,4,0602,32537112131089;357|32537112135771;284|32537112134251;23|32537102134250;28|32537102134256;36|32537102134257;246|32537102134248;8|32537102131088;361|325371087533122;283|325371087533123;212|32537102132603;18|32537112132601;503|,1420813,1420813,0,0
route38,440400,0,0,4,0602,32537112132588;113|325371116758986;45|325371116758985;182|,1420819,1420808,0,0
route39,440400,0,0,4,0601,32537102132623;11|,1420821,1420852,0,0
route40,440400,0,0,4,0801,325371020096559;28|325371020096560;132|325371020096555;145|325371020096553;145|,15330863,15330862,0,0
route41,440400,0,0,4,0601,32537102132598;225|325371016758989;579|,1420831,13418201,1,1
route42,440400,0,0,4,0801,325371116758989;579|32537112132598;225|,13418201,1420831,1,1
route43,440400,0,0,4,0601,32537102132613;13|,1420830,1420842,0,0
route44,440400,0,0,4,0602,32537102132615;421|32537102134181;261|32537102134182;200|32537112134184;201|32537112134183;261|325371186753154;281|325371186753153;139|325371186753152;102|,1420843,73611423,0,0
route45,440400,0,0,4,0801,325371020096561;36|325371020096562;73|325371020096542;472|325371020096549;27|325371020096544;198|325371020096545;101|,15330841,15330846,0,0
route46,440400,0,0,4,0801,32537102132620;324|,1420848,1420849,1,0
route47,440400,0,0,4,0801,33530101064310;2|33530101061250;69|33530101061247;128|33530101064311;44|32537102132632;23|32537102132633;54|32537102132631;179|,20001420859,10001420859,0,0
route48,440400,0,0,4,0601,33530101065857;31|33530101065858;26|33530111061250;69|33530101064312;14|32537102132634;118|32537112132632;23|33530111064311;44|33530111061247;128|33530101061245;221|33530101061246;247|33530101064309;13|325371087532870;145|325371087532871;82|32537112132633;54|32537112132634;118|33530111064312;14|33530111064310;2|32537112132631;179|325371187532871;82|325371087532875;94|335301087532876;28|335301087532873;77|33530111061246;247|33530101061249;100|335301087532872;74|335301187532876;28|325371187532875;94|325371187532870;145|33530111064309;13|335301187532873;77|335301187532872;74|33530111061249;100|33530111061245;221|33530111065858;26|33530101064339;75|32537112132680;38|32537102134267;33|,768151,1430269,1,1
route49,440400,0,0,4,0801,335301016758825;18|335301016758826;133|335301016758821;59|335301016758823;89|335301016758824;16|335301016758814;217|33530101062830;14|33530111062827;12|33530111062828;13|33530101062818;291|33530101062819;277|33530101065887;253|33530101065888;22|325371020096767;133|325371020096768;96|325371016758843;189|325371086753246;10|32537102132636;21|325371120096760;100|325371020096743;45|325371020096757;45|325371120096759;4|325371120096758;225|,13418110,15331008,0,0
route50,440400,0,0,4,0801,335301020096643;1019|335301020096644;15|325371020096631;435|325371020096630;4073|32537102132644;5|32537102132645;12|32537102132646;6|,14677148,1420874,1,0
route51,440400,0,0,4,0814,325371020096615;58|325371020096617;219|325371020096628;138|325371020096629;68|325371020096627;30|,15330914,15330917,0,0
route52,440400,0,0,4,0801,325371020096610;79|325371020096612;65|325371020096608;177|325371120096607;729|32537112132654;6|32537112132653;12|32537112132651;8|325371116170387;689|325371016170384;11|325371016170385;1092|325371186561264;19|325371086561267;21|325371086561266;22|325371186561256;21|325371116170385;1092|325371116170384;11|325371016170387;689|32537102132651;8|32537102132653;12|32537102132654;6|325371020096607;729|325371020096609;891|,15330908,73521737,0,0
route53,440400,0,0,4,0602,32537102132676;43|32537102134241;63|325371016170390;178|325371016170391;392|325371086561278;408|325371086561279;8|325371086561276;23|325371086561237;15|325371086561270;35|325371086561293;8|325371086561294;543|32537102132655;564|325371086561344;159|325371086561345;42|325371020096620;186|325371020096621;282|,1420796,1420871,1,0
route54,440400,0,0,4,0601,32537102132666;201|32537102132668;23|32537102132669;123|325371020096736;98|,1427064,15331005,0,0
route55,440400,0,0,4,0602,32537112134190;256|32537112134189;55|32537102132678;18|325371086753149;23|325371086753150;29|32537102134188;259|,1420822,15330863,0,0
route56,440400,0,0,4,0601,32537112134267;33|32537102132680;38|33530111064339;75|33530101070463;114|,1430269,761052,1,1
route57,440400,0,0,4,0801,32537102134208;10|,1430214,1430242,1,0
route58,440400,0,0,4,0601,32537112134177;38|32537102134175;39|,1430220,1430219,1,1
route59,440400,0,0,4,0814,325371020096547;184|325371120096542;472|325371120096566;508|325371120096565;26|,15330849,15330857,0,0
route60,440400,0,0,4,0814,325371020096586;268|325371020096587;39|32537102134180;7|325371020096449;1097|325371020096450;465|325371120096446;458|325371120096589;809|325371120096588;34|325371120096587;39|325371120096586;268|,15330798,15330798,0,0
route61,440400,0,0,4,0814,325371020096584;80|325371020096583;29|325371086753155;283|325371086753156;29|32537102134186;23|325371020096581;16|325371020096582;83|325371020096572;172|325371020096580;141|,15330888,15330878,0,0
route62,440400,0,0,4,0814,325371020096548;221|325371120096549;27|325371120096564;111|325371120096563;43|,15330851,1430229,0,0
route63,440400,0,0,4,0601,325371186561451;31|325371186753169;1343|325371186753168;35|325371186753171;28|325371116758920;613|325371120096304;30|325371120096303;274|325371120096313;128|325371120096312;349|325371120096296;15|325371186753137;32|325371186753136;778|325371186561397;209|,1430237,73521762,1,0
route64,440400,0,0,4,0601,325371086561446;61|325371016758917;454|325371020096389;186|325371020096390;217|325371020096385;73|325371020096386;507|,1430253,15330806,1,0
route65,440400,0,0,4,0601,32537112134249;5|325371116758962;103|325371116758965;760|32537112134244;19|32537102134246;19|325371020096164;759|325371020096165;8|325371016758970;109|32537102134249;5|,1430260,1430260,0,0
route66,440400,0,0,4,0601,32537102135780;200|325371020096611;145|325371120096610;79|,1420829,15330908,0,0
route67,440400,0,0,4,0601,32537112132623;11|,1420852,1420821,0,0
route68,440400,0,0,4,0814,325371020096552;118|325371120096555;145|325371120096560;132|325371120096559;28|,15330859,15330863,0,0
route69,440400,0,0,4,0601,32537112132613;13|,1420842,1420830,0,0
route70,440400,0,0,4,0801,32537112132620;324|,1420849,1420848,0,1
route71,440400,0,0,4,0801,325371020096746;141|325371020096752;83|325371020096756;51|325371120096743;45|325371120096765;10|325371020096761;99|32537112132635;23|325371116758848;198|325371120096770;96|325371020096773;19|325371020096774;52|,11116325,15331022,0,0
route72,440400,0,0,4,0602,325371186561280;412|325371116170389;387|325371116170388;183|32537112132673;23|32537112134242;46|32537112132642;40|,73521707,1420797,0,1
route73,440400,0,0,4,0601,32537112132646;6|32537112132645;12|32537112132644;5|325371120096630;4073|325371120096631;435|335301120096644;15|335301120096643;1019|,1420874,14677148,0,1
route74,440400,0,0,4,0801,325371120096627;30|325371120096629;68|325371020096618;326|,15330917,15330921,0,0
route75,440400,0,0,4,0602|0604,325371186561357;12|32537112132656;6|,1420883,1420881,0,0
route76,440400,0,0,4,0601,325371120096736;98|32537112132669;123|32537112132668;23|32537112132666;201|,15331005,1427064,0,0
route77,440400,0,0,4,0801,32537112134208;10|,1430242,1430214,0,1
route78,440400,0,0,4,0801,325371020096565;26|325371020096566;508|325371020096550;165|,15330857,15330856,0,0
route79,440400,0,0,4,0801,325371020096588;34|325371020096589;809|325371020096446;458|325371120096450;465|325371120096449;1097|32537112134180;7|,15330785,15330785,0,0
route80,440400,0,0,4,0814,325371020096574;55|325371020096575;113|325371020096570;56|325371020096568;108|325371020096579;57|325371120096572;172|325371120096582;83|325371120096581;16|32537112134186;23|325371186753156;29|325371186753155;283|325371120096583;29|325371020096585;180|,15330883,15330891,0,0
route81,440400,0,0,4,0801,325371020096563;43|325371020096564;111|325371120096547;184|,1430229,15330849,0,0
route82,440400,0,0,4,0601,325371086561397;209|325371086753136;778|325371086753137;32|325371020096296;15|325371020096312;349|325371020096313;128|325371020096303;274|325371020096304;30|325371016758920;613|325371086753171;28|325371086753168;35|325371086753169;1343|325371086561451;31|,73521762,1430237,0,1
route83,440400,0,0,4,0601,325371120096386;507|325371120096385;73|325371120096390;217|325371120096389;186|325371116758917;454|325371186561446;61|,15330806,1430253,0,1
route84,440400,0,0,4,0601,325371120096609;891|325371120096608;177|325371120096612;65|325371120096611;145|32537112135780;200|,73521737,1420829,0,0
route85,440400,0,0,4,0601,325371016758862;34|325371020096659;22|325371020096661;100|325371020096662;34|325371020096664;21|325371016758868;18|325371016758869;35|325371116170377;270|325371186561258;21|325371086561256;21|325371086561260;18|325371086561316;22|325371016170382;252|325371016170383;68|325371016170381;135|325371016170369;746|325371086561310;33|325371086561250;21|,13111411,73521691,0,0
route86,440400,0,0,4,0801,325371016170386;36|325371120096666;180|325371120096651;340|325371120096647;176|325371020096649;599|325371020096654;446|,13111418,15330959,0,0
route87,440400,0,0,4,0601,325371016170400;70|325371016170401;39|325371016170397;42|325371016170402;48|325371016170403;308|325371116170400;70|,13111421,13111421,0,0
route88,440400,0,0,4,0601,325371086561342;25|325371016170404;315|325371016170405;30|325371086561341;77|325371086561339;149|325371086561337;64|325371086561335;155|,73521730,73521729,0,0
route89,440400,0,0,4,0601,325371186561335;155|325371186561337;64|325371186561339;149|325371186561341;77|325371116170405;30|325371016170406;35|,73521729,13111426,0,0
route90,440400,0,0,4,0801,325371016170410;28|325371020096506;53|,13111429,15330817,1,0
route91,440400,0,0,4,0801,325371016170412;58|325371116170410;28|,13111428,13111429,0,1
route92,440400,0,0,4,0801,325371016170416;27|325371120096507;70|325371120096506;53|325371116170412;58|325371016170413;45|,13111431,13111431,0,0
route93,440400,0,0,4,0801,325371016170813;35|,13111632,13111631,1,0
route94,440400,0,0,4,0801,325371016170820;50|,13111636,13111635,1,0
route95,440400,0,0,4,0801,325371016170825;48|,13111639,13111638,1,0
route96,440400,0,0,4,0601,335301016758855;170|335301016758856;27|335301016758851;22|335301016758852;189|325371016758849;168|325371020096775;14|,770715,13418124,1,0
route97,440400,0,0,4,0801,325371086561246;17|325371186561308;35|325371186561313;25|325371186561315;398|325371116170371;324|325371116170375;137|325371020096663;40|325371120096662;34|325371020377458;23|325371020377459;112|325371120096659;22|325371016758864;163|,73521690,13418133,0,0
route98,440400,0,0,4,0801,325371116758873;23|325371116758872;180|325371116758871;102|325371116758865;118|325371116758867;95|325371016758873;23|325371016758871;102|325371016758872;180|325371016758867;95|325371016758865;118|,13418136,13418136,0,0
route99,440400,0,0,4,0801,325371016758870;34|,13418135,13418138,0,0
route100,440400,0,0,4,0601,325371016758874;731|325371016758875;29|,73521697,73521695,0,0
route101,440400,0,0,4,0601,325371016758876;1601|,13418141,13418140,0,0
route102,440400,0,0,4,0801,325371016758879;8|,13418143,13418142,0,0
route103,440400,0,0,4,0801,325371016758881;11|325371086561367;12|325371016758880;8|,13418145,13418144,0,0
route104,440400,0,0,4,0601,325371016758885;539|,13418147,74070410,0,0
route105,440400,0,0,4,0601,325371086753122;18|325371086753123;25|325371016758886;55|325371016758887;325|,73521759,73521760,1,0
route106,440400,0,0,4,0801,325371016758902;20|325371020096509;187|325371020096510;51|325371016758906;732|325371020096298;29|,13418149,13418150,0,0
route107,440400,0,0,4,0801,325371016758904;20|325371016758905;419|325371120096510;51|325371120096509;187|325371116758902;20|,13418151,13418149,0,0
route108,440400,0,0,4,0601,325371120096418;1258|325371016758915;5|325371020096484;8|325371020096485;8|325371020096483;708|325371020096438;103|325371020096432;611|325371020096420;16|325371120096422;16|325371120096436;610|325371120096442;103|325371120096477;713|325371120096476;13|325371116758915;5|325371020096418;1258|,15330764,15330764,0,0
route109,440400,0,0,4,0601,325371120096190;308|325371116758922;190|325371020096192;342|325371020096193;63|325371016758953;313|325371020096186;1622|325371120096161;446|325371016758969;8|325371116758971;9|325371120096163;8|325371120096162;7|325371020096161;446|325371120096186;1622|325371116758953;313|325371120096193;63|325371120096192;342|325371016758922;190|325371020096190;308|,15330646,15330646,0,0
route110,440400,0,0,4,0602,325371186753131;32|325371186753130;27|325371186561423;15|325371086561424;15|325371086561428;60|325371016758942;24|325371116758944;12|325371116758939;25|325371186561431;12|325371186561430;77|325371086561420;102|,73521777,73521772,0,0
route111,440400,0,0,4,0801,325371116758948;5|325371116758947;5|325371116758950;177|325371116758949;66|325371116758936;76|325371016758947;5|325371016758948;5|,13418177,13418177,0,0
route112,440400,0,0,4,0801,325371016758975;25|325371016758976;51|325371016758979;30|325371016758980;23|325371016758981;43|325371016758982;45|325371116758976;51|325371016758984;213|325371116758980;23|325371016758983;22|325371116758981;43|325371116758984;213|325371116758975;25|,13418194,13418194,0,0
route113,440400,0,0,4,0601,325371016897431;104|,13390552,1420853,0,0
route114,440400,0,0,4,0801,325371020096100;364|,15330573,15330574,0,0
route115,440400,0,0,4,0814,325371020096134;275|325371020096155;322|325371020096156;20|,15330611,15330610,0,0
route116,440400,0,0,4,0814,325371020096135;296|325371020096147;212|325371120096134;275|,15330613,15330611,0,0
route117,440400,0,0,4,0814,325371020096136;296|325371020096145;203|325371120096135;296|,15330615,15330613,0,0
route118,440400,0,0,4,0814,325371020096137;269|325371020096143;199|325371120096136;296|,15330617,15330615,0,0
route119,440400,0,0,4,0814,325371020096138;252|325371020096142;183|325371120096137;269|,15330619,15330617,0,0
route120,440400,0,0,4,0814,325371020096140;134|325371020096141;229|325371120096138;252|,15330623,15330619,0,0
route121,440400,0,0,4,0601,325371020096159;30|325371020096157;3108|,13111435,1430265,1,0
route122,440400,0,0,4,0601,325371120096157;3108|325371020096158;1543|,1430265,15330630,0,0
route123,440400,0,0,4,0601,325371120096158;1543|325371020096160;466|,15330630,13111434,0,0
route124,440400,0,0,4,0601,325371020096194;32|325371020096195;1269|325371020096197;794|,15330647,15330644,0,0
route125,440400,0,0,4,0602,325371120096218;814|325371120096224;101|325371120096234;180|325371120096238;348|325371120096242;162|325371120096241;162|325371120096200;147|325371020096201;145|325371020096239;150|325371020096240;160|325371020096236;352|325371020096230;179|325371020096220;100|325371020096216;817|,13418146,15330650,0,0
route126,440400,0,0,4,0801,325371020096207;38|325371020096208;164|,13418146,15330654,0,0
route127,440400,0,0,4,0801,325371020096209;32|,15330656,15330657,0,0
route128,440400,0,0,4,0801,325371020096212;23|,15330662,15330663,0,0
route129,440400,0,0,4,0801,325371020096213;9|,15330664,15330665,0,0
route130,440400,0,0,4,0801,325371020096214;33|,15330652,15330667,0,0
route131,440400,0,0,4,0801,325371020096225;31|,15330658,15330670,0,0
route132,440400,0,0,4,0801,325371020096231;29|,15330660,15330672,0,0
route133,440400,0,0,4,0601,325371020096245;38|325371020096246;253|325371120096195;1269|325371120096194;32|,13418169,15330647,0,0
route134,440400,0,0,4,0601,325371020096247;25|325371020096252;93|325371020096288;83|325371020096289;448|325371020096257;121|325371020096260;40|325371020096263;14|325371020096266;26|325371020096269;49|325371020096272;196|325371020096350;256|325371020096351;14|325371020096356;215|325371020096357;113|325371020096365;76|325371020096375;221|325371020096376;100|325371020096402;177|325371020096403;108|325371020096416;11|325371020096415;116|,13418169,15330691,0,0
route135,440400,0,0,4,0601,325371020096249;59|,15330651,15330675,0,0
route136,440400,0,0,4,0801,325371020096291;14|,15330695,15330693,0,0
route137,440400,0,0,4,0801,325371020096305;17|325371020096306;53|,15330696,15330697,0,0
route138,440400,0,0,4,0801,325371120096306;53|325371020096309;12|325371120096308;29|325371120096307;88|325371120096310;56|325371120096309;12|325371120096305;17|,15330697,15330696,0,0
route139,440400,0,0,4,0601,325371020096311;268|,15330703,15330704,0,0
route140,440400,0,0,4,0601,325371020096315;627|325371120096332;481|325371120096349;319|325371120096348;17|325371020096352;16|325371020096353;319|325371020096328;480|325371120096315;627|,13418163,13418163,0,0
route141,440400,0,0,4,0801,325371020096395;39|325371020096396;278|325371020096380;705|325371020096343;88|325371020096320;392|325371020096329;34|,15330727,15330718,0,0
route142,440400,0,0,4,0801,325371020096323;221|325371020096324;116|,15330711,15330713,0,0
route143,440400,0,0,4,0801,325371020096393;86|325371020096394;1143|325371120096380;705|325371020096335;66|325371020096333;228|325371020096341;21|325371020096387;15|325371020096388;14|325371120096333;228|325371020096381;84|325371020096334;268|,15330725,15330722,0,0
route144,440400,0,0,4,0801,325371020096359;54|325371120096323;221|,15330744,15330711,0,0
route145,440400,0,0,4,0601,325371086561403;469|325371020096363;454|325371020096364;93|,1430227,1427076,0,0
route146,440400,0,0,4,0801,325371020096373;19|325371020096374;133|325371020096372;14|,15330745,15330747,0,0
route147,440400,0,0,4,0814,325371120096334;268|325371020096382;632|,15330722,15330730,0,0
route148,440400,0,0,4,0801,325371120096329;34|325371120096320;392|325371020096391;415|325371020096392;88|,15330718,15330738,0,0
route149,440400,0,0,4,0801,325371120096398;27|325371120096397;45|325371120096341;21|325371120096388;14|325371120096387;15|325371020096397;45|325371020096398;27|,15330732,15330732,0,0
route150,440400,0,0,4,0601,325371020096399;535|,74070408,74070409,0,0
route151,440400,0,0,4,0814,325371020096408;696|325371020096409;7|,15330756,15330758,0,0
route152,440400,0,0,4,0801,325371020096429;63|325371020096424;345|325371020096470;639|,15330691,15330801,0,0
route153,440400,0,0,4,0801,325371120096470;639|325371120096424;345|325371020096425;1358|325371020096486;9|325371020096487;1185|,15330801,15330772,0,0
route154,440400,0,0,4,0801,325371020377454;67|325371020377455;119|,15330778,15330777,0,0
route155,440400,0,0,4,0801,325371120096487;1185|325371120096493;1010|325371120096492;12|325371020096494;8|325371020096498;9|325371020096499;1004|325371120096425;1358|325371120096429;63|325371020096459;982|325371020096460;11|325371020096458;16|325371020096447;242|,15330772,15330782,0,0
route156,440400,0,0,4,0801,325371020096451;312|335301020096591;486|335301020096590;84|335301020096594;115|,15330789,13418069,0,0
route157,440400,0,0,4,0602,325371020096456;245|325371020096472;9|,15330796,15330802,0,0
route158,440400,0,0,4,0602|0604,325371120096479;10|325371120096489;94|325371120096486;9|325371020096491;93|325371020096481;12|,15330806,15330806,1,0
route159,440400,0,0,4,0602|0604,325371120096500;11|325371020096496;10|,15330813,15330812,0,0
route160,440400,0,0,4,0601,325371020096502;12|,15330810,15330814,0,0
route161,440400,0,0,4,0601,325371020096503;11|,15330811,15330815,0,0
route162,440400,0,0,4,0601,325371187532912;9|325371187532911;28|325371020096504;71|325371020096505;8|,1420793,1420791,0,0
route163,440400,0,0,4,0601,325371086561406;83|325371020096511;28|325371020096512;176|,1420839,15330819,1,0
route164,440400,0,0,4,0814,325371020096525;501|325371020096526;28|,15330825,15330826,0,0
route165,440400,0,0,4,0814,325371020096527;224|325371020096528;42|,15330823,15330824,0,0
route166,440400,0,0,4,0814,325371020096529;197|325371020096530;40|,15330821,15330822,0,0
route167,440400,0,0,4,0801,325371020096531;20|325371020096532;249|,15330827,15330828,0,0
route168,440400,0,0,4,0814,325371020096546;142|325371120096544;198|325371120096548;221|,15330847,15330851,0,0
route169,440400,0,0,4,0814,325371120096553;145|325371020096556;79|,15330862,15330868,0,0
route170,440400,0,0,4,0814,325371020096558;205|,15330865,15330864,0,0
route171,440400,0,0,4,0814,325371020096577;156|325371120096568;108|325371120096570;56|325371120096575;113|325371020096571;60|,15330879,15330875,0,0
route172,440400,0,0,4,0814,325371020096596;130|325371020096595;233|,15330898,15330897,0,0
route173,440400,0,0,4,0602,325371087532892;405|325371020096601;97|325371020096605;11|325371020096606;15|325371020096604;19|325371020096598;65|,73521764,15330903,0,0
route174,440400,0,0,4,0801,325371187532891;44|325371120096600;307|325371120096605;11|325371020096602;306|325371087532891;44|,74070406,74070406,0,0
route175,440400,0,0,4,0814,325371020096619;66|325371120096617;219|325371020096614;200|,15330922,15330913,0,0
route176,440400,0,0,4,0801,325371020096624;38|325371020096625;268|,15330910,15330911,0,0
route177,440400,0,0,4,0801,325371020096640;159|325371020096642;257|,15330937,73521714,0,0
route178,440400,0,0,4,0801,335301020096685;18|335301020096687;42|335301020096693;906|335301120096691;15|335301120096695;911|335301120096632;40|335301086946973;53|325371020096641;26|325371120096640;159|,15330976,15330937,0,0
route179,440400,0,0,4,0814,325371020096645;165|325371020096648;207|325371020096647;176|325371020096651;340|325371020096666;180|325371116170386;36|,15330940,13111418,0,0
route180,440400,0,0,4,0814,325371020096646;130|325371020096653;176|325371020096652;192|,15330942,15330945,0,0
route181,440400,0,0,4,0814,325371120096654;446|325371020096655;198|325371120096656;196|,15330959,15330962,0,0
route182,440400,0,0,4,0814,325371020096656;196|325371120096655;198|325371120096649;599|325371120096648;207|325371120096645;165|,15330962,15330940,0,0
route183,440400,0,0,4,0814,325371120096652;192|325371020096665;163|,15330945,15330953,0,0
route184,440400,0,0,4,0801,325371116758864;163|325371020096667;15|325371020096668;17|,13418133,15330961,0,0
route185,440400,0,0,4,0602|0608,325371020096670;317|325371020096672;75|325371020096679;217|,15330935,15330973,0,0
route186,440400,0,0,4,0602,325371020096683;37|335301020096684;8|335301020096686;91|335301120096685;18|,15330973,15330976,0,0
route187,440400,0,0,4,0814,325371020096725;185|325371020096726;12|,15330994,15330995,0,0
route188,440400,0,0,4,0601,325371086561380;255|325371086561381;83|325371020096737;229|325371020096738;349|325371086561330;177|325371086561355;433|325371086561356;24|325371020096727;265|,1420801,15330995,0,0
route189,440400,0,0,4,0814,325371020096730;73|325371020096731;317|,15330999,15331002,0,0
route190,440400,0,0,4,0601,325371186561328;32|325371120096733;122|325371120096732;309|325371186561283;37|325371086561242;15|325371086561273;31|325371086561322;11|325371086561325;11|325371086561326;586|325371186561267;21|325371186561319;27|325371186561321;570|325371186561320;8|325371186561268;36|325371186561240;14|325371086561283;37|325371020096732;309|325371020096733;122|325371086561328;32|,73521709,73521709,0,0
route191,440400,0,0,4,0801,325371020096734;11|325371020096735;19|325371120096730;73|,15330997,15330999,0,0
route192,440400,0,0,4,0601,325371020096748;18|325371020096749;13|,15331015,15331016,0,0
route193,440400,0,0,4,0814,325371020096758;225|325371020096759;4|325371120096757;45|325371120096756;51|325371120096752;83|325371120096746;141|,15331008,11116325,0,0
route194,440400,0,0,4,0601,325371020096764;86|,15331015,15331018,0,0
route195,440400,0,0,4,0602,325371120096769;145|33530111065885;12|33530101065886;16|325371086753159;265|325371086753160;271|,15331023,1430218,0,0
route196,440400,0,0,4,0801,325371022709825;511|325371022709824;650|,15330800,15330774,0,0
route197,440400,0,0,4,0801,325371122709824;650|325371023394478;522|,15330774,48624993,0,0
route198,440400,0,0,4,0602,325371186561303;149|325371186561302;35|325371086561249;19|325371086561304;37|,15330936,73521717,0,0
route199,440400,0,0,4,0602,325371186561295;7|325371186561287;42|325371186561291;25|325371186561290;14|,73521713,73521707,0,0
route200,440400,0,0,4,0601,325371086561349;231|,73521739,73521738,0,0
route201,440400,0,0,4,0602|0604,325371086561361;14|,1420882,73521745,0,0
